Date,Open,High,Low,Close,Adj Close,Volume
2021-10-09,53929.781250,55397.945313,53735.144531,54968.222656,54968.222656,32491211414
2021-10-10,54952.820313,56401.304688,54264.257813,54771.578125,54771.578125,39527792364
2021-10-11,54734.125000,57793.039063,54519.765625,57484.789063,57484.789063,42637331698
2021-10-12,57526.832031,57627.878906,54477.972656,56041.058594,56041.058594,41083758949
2021-10-13,56038.257813,57688.660156,54370.972656,57401.097656,57401.097656,41684252783
2021-10-14,57372.832031,58478.734375,56957.074219,57321.523438,57321.523438,36615791366
2021-10-15,57345.902344,62757.128906,56868.144531,61593.949219,61593.949219,51780081801
2021-10-16,61609.527344,62274.476563,60206.121094,60892.179688,60892.179688,34250964237
2021-10-17,60887.652344,61645.523438,59164.468750,61553.617188,61553.617188,29032367511
2021-10-18,61548.804688,62614.660156,60012.757813,62026.078125,62026.078125,38055562075
2021-10-19,62043.164063,64434.535156,61622.933594,64261.992188,64261.992188,40471196346
2021-10-20,64284.585938,66930.390625,63610.675781,65992.835938,65992.835938,40788955582
2021-10-21,66002.234375,66600.546875,62117.410156,62210.171875,62210.171875,45908121370
2021-10-22,62237.890625,63715.023438,60122.796875,60692.265625,60692.265625,38434082775
2021-10-23,60694.628906,61743.878906,59826.523438,61393.617188,61393.617188,26882546034
2021-10-24,61368.343750,61505.804688,59643.343750,60930.835938,60930.835938,27316183882
2021-10-25,60893.925781,63729.324219,60691.800781,63039.824219,63039.824219,31064911614
2021-10-26,63032.761719,63229.027344,59991.160156,60363.792969,60363.792969,34878965587
2021-10-27,60352.000000,61435.183594,58208.187500,58482.386719,58482.386719,43657076893
2021-10-28,58470.730469,62128.632813,58206.917969,60622.136719,60622.136719,45257083247
2021-10-29,60624.871094,62927.609375,60329.964844,62227.964844,62227.964844,36856881767
2021-10-30,62239.363281,62330.144531,60918.386719,61888.832031,61888.832031,32157938616
2021-10-31,61850.488281,62406.171875,60074.328125,61318.957031,61318.957031,32241199927
